	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在Tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
触手	触手榨精凌辱扶她	\nfutanari,futanari masturbation,armpits,arms up,squatting,peeing,horse penis,testicles,anus,breasts out,clitoris,gaping,nipple penetration,pussy,pussy juice,spread pussy,tentacles,urethra,bodystocking only,skindentation,completely nude,thick thighs,pregnant,lactation,large areola,pubic tattoo,sweat,wet,steaming body,heavy breathing,struggling,twitching,trembling,orgasm,[asphyxiation],blush,ahegao,rolling eyes,crying,tongue out,saliva,drooling,
触手	触手乳头扩张	\nnsfw,gaping nipples,spread nipples,spreading nipples,nipple penetration,tentacles inserted into nipple,cowboy shot,close-up,standing,hands on hips,breasts cutout,surrounding breasts,breasts out,sagging breasts,pointy breasts,pale skin,expressionless,
触手	衣下触手街头露出	\n1girl,bare shoulders,white pantyhose,bracelet,angel,short dress,detached sleeves,sweat,hot,saliva,breast milk,tentacle milking,tentacles under clothes,outdoors,standing,street,crowd,cowboy shot,see-through dress,lactation through clothes,implied tentacles,arms down,
触手	双人脸贴脸触手奸	\n2girls,tentacle sex,penis tentacle,excessive tentacles,heads together,cheek-to-cheek,asymmetrical docking,completely nude,collarbone,cleavage,nipples,thighs,ass,restrained,rape,spitroast,oral,fellatio,double penetration,anal,vaginal,pussy,groping,deep skin,tentacles over body,lactation,breast milk,standing on one leg,spread legs,knee up,
触手	小穴封印巫女触手肛交	\ntransparent japanese clothes,white thighhighs,ofuda,anal,miko,suspended,tentacle sex,{{ear insertion}},arms behind back,{{{{see-through body}}}},x-ray,cum,suspension,mind control,hypnosis,groping,tentacle pit,{{{{{{{{a tentacle extends towards the girl’s face}}}}}}},pasties,
触手	井内触手悬挂侵犯	\n1girl,topless,sweat,tears,tentacle sex,open mouth,tentacles under clothes,heart,suspension,trembling,restrained,no shoes,on tentacle wave,cum,white pantyhose,cum string,trembling legs,crotchless,saliva,inflation,indoor,arms up,leg folded,frogie tie,on celling,feetup,hanging legs,straight on,m legs,slender,a surreal and emotionally intense scene of a girl bound with tentacles,tentacles in mouth,suspended above an old stone water well,her body hangs motionless,partially illuminated by moody,the setting is dark and foggy,with moss-covered stones and subtle shadows adding to the eerie and tense atmosphere,the tentacles creaks above,emphasizing vulnerability and psychological tension in a quiet,haunting environment.close up,
触手	泳圈游泳水底触手袭击	\n1girl,solo,full body,from behind,from below,sky,dutch angle,foreshortening,nsfw,open mouth,blush,smile,looking back,tentacles,competition swimsuit,black one-piece,torn swimsuit,ass focus,wide hips,kankaku shadan,tentacle pit underwater,partially submerged,caustics,swimming,afloat,lower body in water,ass under water,translucent innertube,holding innertube,swimming with innertube,innertube on water,partially underwater shot,split screen,tentacle sex,monster tentacle,double penetration,vaginal,anal,tentacle in pussy,tentacle in anus,
触手	其他版本（无泳圈）	\n{{sweat,pussy juice}},looking at viewer,blush,miniskirt,frilled swimsuit,pussy,no panties,frilled skirt,outdoors,bare shoulders,orgasm,sitting on sea,{pink tentacle sex,tentacles,cum string,tentacles sea,tentacles in pussy},tentacle pit under underwater,partially submerged,tentacles bondage,knees up,tentacles in anus,tears,tentacles spitroast,arm up,frilled thigh strap,cum string,floating,cumdrip,cum floating,
触手	触手寄生魔化	\ngirl,guro,ero guro,completely nude,monster girl,chaos (warhammer),eldritch abomination,corruption,mutation,tentacles,red tentacles,simple tentacles,suction tentacles,penis tentacles,eye on chest,huge mouth on velly,mouth on nipple,tentacle legs,tentacle arms,tentacle body,huge black horn (tentacles),eyes on horn,mouth on horn,venom tentacle in ear,brain injection,eargasm,tentacle around neck,face covered tentacle,extra eyes,extra tentacles,extra arms,extra tongue,extra mouth,extra pussy,extra heads,sharp teeth,organs,exposed muscle,tentacle fluid,cum overflow,blanked eyes,crying,miserable face,suppressed face,ahegao,clenched mouth,tentacle sex,sucking,biting,full body,standing,staigh-on,posing,
触手	屁股卡在宝箱怪口（推荐横图）	\nfrieren stuck in a mimic (meme),mimic,mimic chest,ass,close-up,ass focus,black torn pantyhose,pussy,pussy juice,anus,tentacles,dungeon,clitoris,long labia,pussy juice,
触手	其他版本	\ntentacle sex,stuck in mimic,cum,tentacle pit,2::stuck::,mimic chest,lower body,vaginal,feet up,trembling,^^^,double penetration,anal,dungeon,teeth,all the way through,tentacle ring,
触手	宝箱怪触手捕获榨乳产卵	\n1girl,tentacle sex,mimic chest,sex,nsfw,nipple,rough sex,pussy juice,grab breast,nipple rub,leg up,in the treasure chest,close up,breast wrap,perky breasts,skindentation,breast pull,nipple insertion,tentacle in nipple,nipple injection,ahegao,1.5::egg implantation,milking machine,
触手	趴在地上被触手爆炒	\nnsfw,bestiality,foreshortening,suggestive fluid on floor,pussy juice splash,mucus,wet floor,fantasy indoors,wooden floor,dark theme,dark,perspective,1girl,glowing pink pubic tattoo,lying on ground,top-down bottom-up,pink tentacles,tentacles around legs,tentacles around neck,pussy juice,pussy juice trail,pussy juice stain,wet,torn clothes,nun,black dress,no panties,wide-eyed,rolling eyes,dashed eyes,tears,blush,flustered,open mouth,tongue out,wavy mouth,saliva,head tilt,^^^,trembling,twitching,
触手	百合触手侵犯亲吻	\n2girls,multiple girls,torn clothes,tentacles,restrained,tentacle sex,thighhighs,dress,one eye closed,torn pantyhose,black pantyhose,blush,clothes lift,gloves,tentacle pit,white pantyhose,kiss,yuri,on floor,arm support,outdoors,looking at another,
触手	百合感觉遮蔽洞穴侵犯亲吻（不稳定）	\n2girls,multiple girls,tentacles,restrained,tentacle sex,one eye closed,blush,tentacle pit,kiss,yuri,on floor,arm support floor,outdoors,looking at another,forest,cum string,cum on tentacles,on grass,lower body under floor,inflation,cumdrip,egg laying,holding hands,
触手	原版服装	\ntorn clothes,low twintails,white pantyhose,clothes lift,gloves,torn pantyhose,black pantyhose,frilled skirt,frilled dress,
触手	触手消化道贯穿上半身特写	\ntentacles,tentacles tongue,no eyes,torn clothes,slime (substance),head back,tentacles under clothes,saliva,restrained,covered navel,wet,covered nipples,upper body,arched back,black bodyshocking,open mouth,all the way through,
触手	触手洞内乳头骚弄侵犯	\nwhite tentacle,tentacles,nude,blush,head back,tentacle sex,restrained,nipple stimulation,arms up,oral,nipple tweak,sweat,nipples,spread legs,jewelry,rolling eyes,saliva,breast sucking,trembling,completely nude,armpits,heart,collarbone,ahegao,open mouth,vaginal,tears,tongue,pussy juice,tentacle pit,dark,no light,
触手	触手乳孔奸耳奸	\npuffy nipples,shiny skin,oiled skin,tentacle pit,tentacles,mucus,restrained,nude,vore,mucus,oild,inside creature,peril,frown,tentacle sex,constricted pupils,nipple penetration,tentacle sex,tentacle penis,tentacles,open mouth,saliva trail,tentacle in ears,cum on face,cum in mouth,empty eyes,half-closed eyes,cum on hair,bukkake,cumdrip,cum string,bukkake,
触手	壁尻产卵下半身特写	\nlower body,shiny skin,oiled skin,tentacle pit,tentacles,mucus,restrained,nude,vore,mucus,oild,inside creature,peril,tentacle sex,tentacle sex,tentacle penis,tentacles,obukkake,cumdrip,cum string,bukkake,cum on ass,ass focus,pussy,pussy juice,cum in pussy,cum in anus,laying egg,eggs,ass,after vaginal,close-up,
触手	触手堆内精液衣物污染无人暗示（不稳定）	\n{{{no humans}}},pleated skirt,blue shirt,single epaulette,miniskirt,blue skirt,mismatched gloves,black gloves,white gloves,collared shirt,pink bow,epaulettes,boots,white boots,unworn uniform,empty clothes,fabric wrinkles,discarded clothes,wrinkled clothing,crumpled outfit,stained fabric,dirty clothing,clothing on floor,cum-filled boot,cum on hat,cum on clothes,mucus,slime (substance),steam,fog,cumdrip,cum string,bukkake,excessive cum,
触手	触手战败被吊起来艹下半身特写差分（推荐横图）	\n{{{instant loss,2komas}}},{{pink tentacle ground,pink tentacle space,tentacles}},\nfirst panel:{{{surrounded by tentacles,fighting with tentacles,1girl,sweating,standing,surrounded by tentacles,fighting stance,alert eyes,tentacle space,lots of tentacles,energy entanglement,alert,serious expression,angry}}},\nsecond panel:from behind,{{heart,shake back and forth,speed lines,lower body,tentacles sex,both feet leave the ground,both feet are floating in the air,and both legs are far away from the ground,floating,dangling,legs not touching the ground,bent legs,struggle,pigeon-toed,bent knees,trembling,legs up and down}}“,
触手	上半身被吃进宝箱怪里	\nwitch,{{{mimic chest}}},{{{cave background}}},dilapidated chests,ancient chests,{{{tentacle restraint}}},{{{tongue of mimic chest}}},vore,motion lines,{upper body swallowed},{{{only lower body exposed}}},{{{{legs protruding from box}}},{{{trembling legs}}},{{{legs apart}}},{{{legs struggling}}},dirty white pantyhose,{{sweat pantyhose}},{{stained pantyhose}},{{{dirty pantyhose}}},yellow stains,foot out of frame,{{foot focus}},foot sweat,sweat steam,sweat stains,{{{wrinkled pantyhose}}},{ankle bend},{toes curled},{{{texture focus}}},
触手	被宝箱怪抓住侵犯	\nbestiality,foreshortening,close-up,straight-on,body blush,full-body blush,suggestive fluid,mucus,fantasy indoors,wooden floor,dark theme,dark,perspective,large brown treasure chest,gold trim,opened treasure chest,pink tentacles,consensual tentacles,lots of tentacles inside treasure chest,suggestive fluid,vaginal,tentacle sex,rough sex,deep penetration,grabbing another’s ass,nipple stimulation,nipples,steaming body,feet,stomach bulge,inside chest,sitting in chest,restrained,struggling,knees up,tentacles around legs,tantacle around neck,clitoris,pussy,anus,pussy juice,pussy juice trail,pussy juice stain,wet,torn clothes,nun,long dress,black dress,long sleeves,armband,frilled sleeves,no shoes,white socks,no panties,blonde hair,twintails,animal ear headwear,facing to the side,wide-eyed,tears,blush,flustered,open mouth,wavy mouth,saliva,head tilt,facing to the side,^^^,trembling,twitching,
触手	被触手抓住腋下侵犯	\nfrom above,armpits,arms up,blush,bottomless,cum,messy hair,nipples,no bra,open mouth,restrained,tentacle pit,tentacle sex,tentacles,torn clothes,white shirt,close-up,sweat,breast grab,cum on armpits,
触手	被触手侵犯读书演习	\nlooking at book,looking down,{{reading book}},open book,tentacle sex,implied sex,tentacles under clothes,multiple tentacles,summon tentacles,tentacles,magic circle,{sweat},{gothic lolita dress},{{expressionless,cool}},black thighhighs,indoor,{cumdrip},own hand in mouth,garter straps,castle,holding book,headdress,elbow gloves,off shoulder,implied sex,cum string,cum on face,sweat,magic,night,pink glowing magic circle through clothes,sitting,tentacles cum,
触手	魔法少女大战触手怪	\nmagic girl transformation,glazed eyes,dripping staff,soiled white thighhighs,semen-stained frilled battle dress,solo,dynamic pose,cum magic,slimy hair ornament,tentacle monster,sticky ribbons,bare shoulders,fighting stance,organic dungeon,summoning circle of cum,semen vortex,unsheathing slime blade,lustful expression,from above,cum-splattered hair,splashing semen,thick aura,semen weapons,viscous runes,multiple tentacles,tentacles gripping limbs,cum dripping,cum spray,cum covered skin,ropes of semen,semen pool beneath,glistening viscosity,semen strands,bondage hints,oviposition sacs,
触手	触手激战剑道少女	\n1girl,glazed eyes,holding katana,torn black thighhighs,japanese clothes,solo,wide sleeves,detached sleeves,semen,cum,tentacles,white-stained kimono,bare shoulders,restrained fighting stance,outdoors,dropped sheath,hair flower,ootachi,half-unsheathed sword,tentacle-bound wrists,scabbard,struggling,from above,cum-drenched clothes,wind-blown cum spray,tentacles coiling sword,semen-coated blade,sperm splatter,throbbing tentacles,viscous droplets,tentacles gripping thighs,cervix view,milky fluid background,
触手	触手捕获战士	\n{{struggling}},{gritted teeth},{fear},{ornate armor},silver armor,{blue accents},leaf motif,pauldrons,gauntlets,greaves,{{{tentacles}}},{{{tentacle bondage}}},multiple tentacles,dark purple tentacles,{slimy tentacles},tentacles wrapping around body,tentacles wrapping around arms,tentacles wrapping around legs,{tentacles constricting},{{restrained}},{{lifted off ground}},dropped sword,forest background,{{{ancient ruins}}},overgrown vines,mossy stones,sunlight filtering through trees,sharp focus,
触手	触手捕获舞娘	\nclose up,{ring gag,silk shawl,purple harem outfit,shackles,tongue out,head veil,ring gag under veil,barefoot sandals (jewelry),navel chain,navel curtain,jewelry,nipple bell,open breast,navel ringfoot chain,{{{chastity jewlry belt}}}},in cave,tentacle in mouth,bare foot,bare legs,dark light,torch light,tiptoes,tentacle insertion,hanging legs,feet up,legs apart,elbow tentacle,{{{{{tentacles under clothes,tentacles,{{monster behind}},{{{tentacle grabbing from behind}}},tentacle,tentacle whipping,tentacle choke hold,tentacle pulling neck,tentacle sex,cum,cum in mouth,cum on body,cum on breasts,cum on clothes,cum on hair,excessive cum,sex from behind,
触手	施法中钻地触手偷袭	\njapanese clothes,detached sleeves,sweat,kimono,miniskirt,sideless kimono,white kimono,bare shoulders,monster,rape,large insertion,dot mouth,saliva,tentacles from floor,shocked,surprised,asphyxiation,gohei,outdoors,standing,
触手	玻璃球触手内少女	\n{minigirl},kneeling,arm support,open mouth,{{{{enveloped}}}},{{{{pink tentacle ball}}}},enveloped by tentacle,vore,partially submerged,inside creature,in container,in ball,against glass,{{{{transparent tentacle pot}}}},{{{{cum bath}}}},[[from above]],impossible leotard,{taimanin suit},covered navel,highleg leotard,black thighhighs,elbow gloves,horrified,flustered,flying sweatdrops,sweating profusely,on table,
触手	瓶装触手内少女	\n{minigirl},kneeling,arm support,open mouth,{{{{enveloped}}}},{{{{tentacle jar}}}},pink tentacle,enveloped by tentacle,vore,partially submerged,inside creature,in container,in jar,against glass,{{{{transparent tentacle pot}}}},{{{{cum bath}}}},on table,nude,horrified,flustered,flying sweatdrops,sweating profusely,indoor,bedroom,curtains,
触手	子宫内触手透视女仆服务	\ntentacles in uterus,cross-section,ovaries,fallopian tubes,uterus,cervical penetration,wince,in heat,heavy breathing,trembling,pussy juice trail,sweat,steam,flying heart,standing,maid apron,maid headdress,white thighhighs,greeting posture,indoors,table,cafe,
触手	触手头部寄生操控自慰	\ncowboy shot,being possessed by tentacles,tentacles in ears,tentacles in mouth,orgasm,female orgasm,body exploration,clothed masturbation,female masturbation,tremble,hollow eyes,spoken ellipsis,looking up,inroom,bedroom,
触手	触手脱衣	\n{{rosy skin,shiny skin}},depth of field,backlighting,{{{see-through,iridescent}}},sweat,{oiled},head out of frame,blush,open mouth,navel,sweat,teeth,indoors,stomach,clothes lift,wavy mouth,panties pull,close-up,tentacles,monster,groping,pulling another’s clothes,consensual tentacles,tentacles under clothes,
触手	战败藤蔓触手侵犯	\nshort sleeves,feather,short dress,white dress,black shoulder armor,armored boots,thighs,looking at viewer,depth of field,from above,black gloves,uneven gloves,bridal gauntlets,black ribbon,single fingerless glove,seductive pose,turning head,head tilt,ash,elbow gloves,bare shoulders,white camisole,{vaginal multiple insertions,vines,thorny vine,close-up,standing,arched back,lots of whip marks on the body,bruise,bloodstain,framed breast,blush,steaming body,female ejaculation,motion lines,speed lines,trembling,bound on tree,dirty,blood,cum on body,tentacles sex,tentacles,naked dress,see-through,torn dress,
触手	触手十字架拘束挠痒	\nstanding,{{{tears,crying,nude,soles,tentacle shoes,tentacle bound,crucifixion,tentacles grab arms,tentacles grab legs,tentacles grab torso,tickling armpits,tickling soles,sweat,wet body,blush body,biting lip,trembling,oiled skin,smile,closed eyes}}},
触手	原版	\n1girl,standing,{{{tentacle shoes,creepy tentacle shoes,bound tightly to cross by writhing tentacles,tentacles coiling around arms,legs,and torso}}} tentacles tickling armpits relentlessly,{{{feet encased in squirming tentacle shoes,tentacle shoes licking and teasing soles with slick tendrils,sweaty,flushed skin glistening under dim light}}},expression of strained endurance,biting lip to suppress reaction,eyes squeezed shut,trembling with restrained laughter or discomfort,body quivering faintly from ticklish torment,aura of coerced vulnerability and sensory overload,dark,occult ritual chamber,stone altar beneath cross,{{the girl’s arms and thighs were wrapped around the cross by tentacles,the girl was completely tied to the cross by tentacles,the girl’s armpits were rubbed by tentacles,and the girl’s armpits were smeared with mucus by the granular tentacles}},
触手	被烟囱钻出的触手抓住	\nsnow,chimney,winter,from side,1girl,sweat,tears,tentacle sex,open mouth,heart,suspension,head back,arched back,trembling,restrained,no shoes,leaning back,tentacle pit,cum,on back,
触手	原版服装	\ntentacles under clothes,frilled sleeves,mittens,frilled dress,white pantyhose,
触手	塞满触手卵孕肚（不稳定）	\nnude,transparent tentacle sex,tentacle egg laying on cross-section,sleeping,stomach bulge,pregnant,lying,on back,stomach cross-section,
触手	触手蛋中孵化	\n{{{{blending}}}},{{sideways glance}},{{{shiny skin,oiled skin,oiled,shiny clothes}}},{{anime coloring}},{{{revealing clothes}}},nsfw,see-through,nsfw,indoor,evil incubation chamber,demonic birthing pod,broken large eggshell,scattered egg fragments,night,dim lighting,evil pink purple lighting,full body shot,corrupted lustful atmosphere,floating lewd symbols,sexual aura,demonic energy,birthing fluids,amniotic fluid,glowing lewd runes,tentacle nest,slime residue,pulsating organic matter,throbbing veins,nsfw,
触手	触手入耳鼻脑奸头部特写	\npurple tentacle,purple tentacle,{{{tiny tentacles,ear invasion,nose invasion}}},trembling,{{{close-up,only head,face focus,flesh wall,neck wrapped in tentacles,pink mist,rolling eyes}}},tears,dark mist,pink glow,
触手	原版	\npurple tentacle,purple tentacle,wriggling tendrils,fleshy membrane,{{{{{tiny tentacles,ear invasion,nose invasion}}}}} slimy texture,tight fit,muffled screams,trembling,helpless,panicked eyes beneath,{{{head close-up,only head,tentacle space,flesh wall,neck wrapped in tentacles,pink mist,rolling eyes}}},wriggling tendrils,fleshy membrane,fslimy texture,tight fit,muffled screams,trembling,helpless,panicked eyes beneath,subtle tears soaking membrane,flesh pulsing,dark mist,pink glow,eerie atmosphere,wet environment,close up,dynamic tension,suffocating grip,
触手	机械触手入耳脑交	\nmechanical tentacles,{{inserted ear}},trembling,pussy juice,nipples,tongue out,rolling eyes,uneven eyes,:o,motion line,shocked,impact,glowing tentacles,arms up,lifted,constrained waist,tentacles bind,tentacle around neck,tentacle grabbing limbs,2::ear fuck::,3::brain fuck x-ray,{tentacles in brain},cum in brain,brain,excessive cum::,
触手	蹲坑被触手袭击	\ntoilet stall,from above,1girl,latex bodysuit,latex,thighboots,shiny clothes,tentacles,tentacle pit,struggling,long legs,cameltoe,vaginal jewelry,covered nipples,squatting,arms up,motion lines,dripping,{{squat toilet}},tearing tentacles,tentacles around neck,asphyxiation,clenched teeth,saliva,rolling eyes,teardrop,
触手	腐化后邀请触手侵犯	\nx-ray,corruption,red heart,girl spread own pussy,hand on pussy,lying,from above,solos focus,indoor,facing viewer,purple theme,black theme,purple lights,nsfw,night,m legs,pussy juice,on bed,stomach tattoo,purple tattoo,glowing tattoo,purple liquid on body,glowing purple slime on body,cumdrip,fertilization,purple tentacles,
触手	子宫内触手幼体透视（不稳定）	\nstomach focus,purple theme,black theme,purple lights,indoor,pussy,m legs,lying on bed,{{small purple tentacle in uterus,trembling,slime (substance) in uterus,from above,x-ray}},fallopian tubes,close up,
触手	趴地触手抓住下半身爆炒	\ntorogao,blush,tongue out,licking,open mouth,crying with eyes open,saliva,saliva trail,moist eyes,empty eyes,half-open eye,raised inner eyebrows,blush,tender skin,butt crack,leg lift,soles,lying,{{{on stomach}}},leg up,exhausted,pleasure,ankle grab,tentacles,struggling and trembling,spasm,crawling,top-down bottom-up,handstand,arm support,soles,wide spread legs,knees apart feet together,plantar flexion,black pantyhose,oil pantyhose,tentacles bound body,tentacles bound thigh,tentacles bound ankles,white slime (substance),slime string,imminent double penetration,
触手	触手四肢吊起足底展示	\n{{face focus}},looking at viewer,cowboy shot,blush,see-through clothes,wet body,wet hair,{{white panties}},pantyhose,panties under pantyhose,shy,embarrass,{{soles of feet}},tentacle,tentacles under clothes,full body,suspension,folded,spread legs,suggestive fluid,arms up,bounded arms,bounded legs,bounded wrists,full-face blush,trembling,
触手	消化道贯穿	\nall the way through,tentacles,monster,large insertion,stomach bulge,intestine bulge,anal,double penetration,vaginal,
触手	触手全孔插入消化道贯穿	\nall the way through,blush,groping,nipples,restrained,skirt,tears,tentacle in mouth,tentacle pit,tentacle sex,tentacles,torn clothes,torn skirt,tentacles in ears,tentacles in ears,ear sex,hypnosis,mind control,brain injection,double penetration,pussy,anal,belly press,blindfold,blush,cross-section,double penetration,drooling,ear sex,egg,egg implantation,heart-shaped pupils,implied extra ears,impregnation,kneeling,large insertion,multiple penetration,nipples,nude,oral,pregnant,rape,restrained,sex,solo focus,trembling,triple penetration,urethral insertion,vaginal,vat,
触手	被献祭触手消化道贯穿的战士	\nnsfw,torn clothes,silver sword,kneeling,white jade altar,flesh-colored tentacles wrapping waist,tentacle penetrating pussy,head thrown back in ecstasy,actively spreading labia,vaginal fluid threads,altar candlelight,all the way through,tentacles out mouth,nude,arms bound,stomach bulge,rolling eyes,tongue,pregnant,steaming tears,double penetrating,anus sex,torn clothes,elbow gloves,thigh high boot,
触手	触手耳奸子宫奸	\n{{tentacle wall,space tentacle,rolling eyes,tears,crying,open mouth,standing,legs spread,barely stand,turn head,wet,stomach tattoo}},{{{tentacles inserted in ears,uterus,cervical penetration}}},pussy juice puddle,open mouth,confused,sex,
触手	原版	\nembedded in writhing tentacle wall,limbs engulfed and swallowed by tentacles,{{tentacle wall,space tentacle,rolling eyes,tears,crying,open mouth,stand with legs spread,barely stand,turn head,wet,stomach tattoo}},glowing tattoo,pussy,small tentacle,{{,pussy tattoo}}pink tentacle in pussy,trembling,cross-section,vaginal juices,vaginal juice drip,pussy juice puddle,ovaries,fallopian tubes,uterus,cervical penetration,puzzled expression,speaking confused,open mouth,dazed expression,tentacles inserted into both ears,brainwashing tentacles locked onto head,delicate waist convulsing uncontrollably,small breasts quivering like waves,nipples erect from intense stimulation,pussy dripping with love juices,
触手	触手上半身吞没	\nindoors,a girl is being swallowed by a tentacle worm,her upper body already fully engulfed while her lower half still struggles outside,latex bodysuit,latex,thighboots,shiny clothes,tentacles,tentacle pit,struggling,
触手	其他版本1（不稳定）	\na girl is being devoured by a tentacled worm,her upper body already fully swallowed while her lower half remains outside,thrashing violently,
触手	其他版本2	\n1girl,vacuum pack,vore,tentacle sex,covered breasts,struggling,wide shot,a dark fantasy scene where an anime girl is half-swallowed head-first by a giant worm monster. her upper body is entirely inside the worm,but the monster’s stretchy membrane is tightly wrapped around her,clearly revealing the curvy body outline and shape of her upper half. only her lower body from the waist down is exposed outside the worm’s mouth,with her legs flailing and struggling intensely. high tension,detailed body outline,dynamic pose.-2::creature interior::,
触手	触手吞噬上半身	\nhospital,corridor,a fleshy ceiling drips with mucus as thick tentacles slither downward. one grotesque appendage has fully engulfed the girl’s head - her fingers claw at its pulsating maw and legs kicking against empty air as the living cavern consumes her inch by inch,\nchar1：girl,revealing clothes,struggling,legs tilt,long legs,white thighhighs,high heels,dangling legs,hanging,tearing tentacles,dripping,
触手	触手吞噬下半身	\nhospital,corridor,a fleshy ceiling drips with mucus as thick tentacles slither downward. one grotesque appendage has fully engulfed the girl’s lower body upside-down.\nchar1：girl,upside-down,upper body,struggling,tearing,
触手	触手全身吞没挣扎	\nhospital,corridor,a girl’s head is fully swallowed by a tentacle worm,her hands gripping its maw while her lower body struggles outside,latex bodysuit,latex,thighboots,shiny clothes,tentacles,tentacle pit,struggling,long legs,cameltoe,vaginal jewelry,covered nipples,
触手	触手倒立下半吞没	\n{{hospital}},corridor,a fleshy ceiling drips with mucus as thick tentacles slither downward. one grotesque appendage has fully engulfed the girl’s lower body upside-down,girl,upside-down,upper body,struggling,tearing,
触手	恶堕触手寄生少女	\n1girl,corruption,purple eyes,standing,solos focus,indoor,facing viewer,purple theme,black theme,purple lights,nsfw,night,bar censor,pussy juice,stomach tattoo,pink tattoo,on bed,heart in eyes,evil smlie,tentacle clothes,tentacles under clothes,saliva,
触手	无露藤蔓触手拘束	\nstanding split,vines,standing on one leg,convenient censoring,plant,hairclip,blush,navel,leg up,outdoors,hair flower,thick thighs,kneepits,nature,nude,leg lift,areola slip,ruins,bondage,vine on body,restrained,flower on breasts,white flower on crotch,vine around body,green vine tentacles,flower pasties,vine shibari,tentacle grab,nsfw,consensual tentacles,
触手	苗床触手衣拘束恶堕洗脑	\nnsfw,flesh bed,m legs,organic restraint,struggling,trembling,tentacles in pussy,tentacle squeezing,tentacle groping,tentacle shackles,tentacle covering eyes,tentacle encirclement,tentacle mummification,naked,tentacle clothes,purple bodysuit,living clothes,skin tight,tentacles on the trim of clothes,navel cutout,slit on chest,tentacles connecting nipples,suckers on tentacles,purple core on chest,aphrodisiac secretion,tentacle helmet,huge heart pattern,tentacle helmet,veiny breasts,tongue out,blush,
触手	藤蔓触手侵犯	\ncowboy shot,corruption,monster girl,{{{monsterification}}},{{{plant girl}}},monster plant,shy,steaming body,parted lips,fever,torogao,{{thorns}},arched back,shiny skin,very sweaty,in heat,tongue out,tentacle sex,stomach bulge,wide-eyed,rolling eyes,green tentacles,{{vines}},tentacle legs,tentacle arms,{{torso only}},
触手	触手壁尻肉洞前后侵犯视角差分	\nmultiple views,tentacle in mouth,oral,completely nude,{{{{through organ}}}},{{consensual tentacles}},hanging breasts,too many tentacles,wet hair,inside creature,leaning forward,steam,{{through wall,meat wall}},glory wall,tentacle background,heavy breathing,tentacle on breasts,bent over,nsfw,breast sucking,{{pussy}},vaginal,tentacle in pussy,cum,cumdrip,cum overflow,smile,excessive pussy juice,excessive cum,
触手	肉山触手苗床	\ntentacles,blush,knees together feet apart,{{x-ray}},sweat,tentacle pit,navel,tears,trembling,sitting,closed mouth,tentacle sex,monster,breath,pussy juice,stomach bulge,stomach,vaginal,half-closed eyes,knees up,bound legs,hand on own stomach,large insertion,nose blush,half-closed eye,heavy breathing,vore,inflation,slime (substance),hand on another’s shoulder,cross-section,sound effects,wince,drooling,moaning,restrained,wide-eyed,steaming body,saliva,motion lines,looking down,hand up,
触手	原版	\ntentacles,blush,thighhighs,black footwear,mary janes,knees together feet apart,sweat,clothes lift,shirt lift,school uniform,skirt,tentacle pit,long sleeves,serafuku,navel,uneven eyes,sailor collar,tears,trembling,sitting,closed mouth,underwear,tentacle sex,bowtie,shirt,panties,bow,panty pull,monster,breath,pussy juice,stomach bulge,stomach,vaginal,pleated skirt,half-closed eyes,knees up,flat chest,lifting another’s clothes,bound legs,hand on own stomach,large insertion,nose blush,miniskirt,half-closed eye,loli,heavy breathing,vore,inflation,slime (substance),x-ray,sidelocks,hand on another’s shoulder,cross-section,legs up,skirt lift,sound effects,simple background,wince,tentacles under clothes,full body,drooling,moaning,restrained,wide-eyed,steaming body,saliva,motion lines,clothes pull,lifted by self,looking down,lube,hand up,
触手	培养管内触手侵犯	\n1girl,{{in glass cage}},{{solo}},{{{{{biomass-based bodysuit,impossible clothes}}}}},{{{{tentacles covered full body}}}},nsfw,pussy,pussy juice,thick tentacles,close-up,gasmask,2 alien parasites,{{long and huge parasites}},bdsm,bondage,covered eyes,[[gimp mask,gimp suit]],standing,sex,tube in mouth,tentacles in tube,transparent tubes,{{{{restrained}}}},respirator,tube,{{labs}},
